,id,firstname,surname,born,died,bornCountry,bornCountryCode,bornCity,diedCountry,diedCountryCode,diedCity,gender,prizes
860,888,Peter,Higgs,1929-05-29,0000-00-00,United Kingdom,GB,Newcastle upon Tyne,,,,male,"[{'year': '2013', 'category': 'physics', 'share': '2', 'motivation': '""for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN\'s Large Hadron Collider""', 'affiliations': [{'name': 'University of Edinburgh', 'city': 'Edinburgh', 'country': 'United Kingdom'}]}]"
861,889,Martin,Karplus,1930-03-15,0000-00-00,Austria,AT,Vienna,,,,male,"[{'year': '2013', 'category': 'chemistry', 'share': '3', 'motivation': '""for the development of multiscale models for complex chemical systems""', 'affiliations': [{'name': 'Université de Strasbourg', 'city': 'Strasbourg', 'country': 'France'}, {'name': 'Harvard University', 'city': 'Cambridge, MA', 'country': 'USA'}]}]"
862,890,Michael,Levitt,1947-05-09,0000-00-00,South Africa,ZA,Pretoria,,,,male,"[{'year': '2013', 'category': 'chemistry', 'share': '3', 'motivation': '""for the development of multiscale models for complex chemical systems""', 'affiliations': [{'name': 'Stanford University School of Medicine', 'city': 'Stanford, CA', 'country': 'USA'}]}]"
863,891,Arieh,Warshel,1940-11-20,0000-00-00,British Mandate of Palestine (now Israel),IL,Kibbutz Sde-Nahum,,,,male,"[{'year': '2013', 'category': 'chemistry', 'share': '3', 'motivation': '""for the development of multiscale models for complex chemical systems""', 'affiliations': [{'name': 'University of Southern California', 'city': 'Los Angeles, CA', 'country': 'USA'}]}]"
864,892,Alice,Munro,1931-07-10,0000-00-00,Canada,CA,Wingham,,,,female,"[{'year': '2013', 'category': 'literature', 'share': '1', 'motivation': '""master of the contemporary short story""', 'affiliations': [[]]}]"
865,893,Organisation for the Prohibition of Chemical Weapons,,1997-00-00,0000-00-00,,,,,,,org,"[{'year': '2013', 'category': 'peace', 'share': '1', 'motivation': '""for its extensive efforts to eliminate chemical weapons""', 'affiliations': [[]]}]"
866,894,Eugene F.,Fama,1939-02-14,0000-00-00,USA,US,"Boston, MA",,,,male,"[{'year': '2013', 'category': 'economics', 'share': '3', 'motivation': '""for their empirical analysis of asset prices""', 'affiliations': [{'name': 'University of Chicago', 'city': 'Chicago, IL', 'country': 'USA'}]}]"
867,895,Lars Peter,Hansen,1952-10-26,0000-00-00,USA,US,"Urbana, IL",,,,male,"[{'year': '2013', 'category': 'economics', 'share': '3', 'motivation': '""for their empirical analysis of asset prices""', 'affiliations': [{'name': 'University of Chicago', 'city': 'Chicago, IL', 'country': 'USA'}]}]"
868,896,Robert J.,Shiller,1946-03-29,0000-00-00,USA,US,"Detroit, MI",,,,male,"[{'year': '2013', 'category': 'economics', 'share': '3', 'motivation': '""for their empirical analysis of asset prices""', 'affiliations': [{'name': 'Yale University', 'city': 'New Haven, CT', 'country': 'USA'}]}]"
869,903,John,O'Keefe,1939-11-18,0000-00-00,USA,US,"New York, NY",,,,male,"[{'year': '2014', 'category': 'medicine', 'share': '2', 'motivation': '""for their discoveries of cells that constitute a positioning system in the brain""', 'affiliations': [{'name': 'University College', 'city': 'London', 'country': 'United Kingdom'}]}]"
870,904,May-Britt,Moser,1963-01-04,0000-00-00,Norway,NO,Fosnavåg,,,,female,"[{'year': '2014', 'category': 'medicine', 'share': '4', 'motivation': '""for their discoveries of cells that constitute a positioning system in the brain""', 'affiliations': [{'name': 'Norwegian University of Science and Technology (NTNU)', 'city': 'Trondheim', 'country': 'Norway'}]}]"
871,905,Edvard I.,Moser,1962-04-27,0000-00-00,Norway,NO,Ålesund,,,,male,"[{'year': '2014', 'category': 'medicine', 'share': '4', 'motivation': '""for their discoveries of cells that constitute a positioning system in the brain""', 'affiliations': [{'name': 'Norwegian University of Science and Technology (NTNU)', 'city': 'Trondheim', 'country': 'Norway'}]}]"
872,906,Isamu,Akasaki,1929-01-30,2021-04-01,Japan,JP,Chiran,Japan,JP,Nagoya,male,"[{'year': '2014', 'category': 'physics', 'share': '3', 'motivation': '""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""', 'affiliations': [{'name': 'Meijo University', 'city': 'Nagoya', 'country': 'Japan'}, {'name': 'Nagoya University', 'city': 'Nagoya', 'country': 'Japan'}]}]"
873,907,Hiroshi,Amano,1960-09-11,0000-00-00,Japan,JP,Hamamatsu,,,,male,"[{'year': '2014', 'category': 'physics', 'share': '3', 'motivation': '""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""', 'affiliations': [{'name': 'Nagoya University', 'city': 'Nagoya', 'country': 'Japan'}]}]"
874,908,Shuji,Nakamura,1954-05-22,0000-00-00,Japan,JP,Ikata,,,,male,"[{'year': '2014', 'category': 'physics', 'share': '3', 'motivation': '""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""', 'affiliations': [{'name': 'University of California', 'city': 'Santa Barbara, CA', 'country': 'USA'}]}]"
875,909,Eric,Betzig,1960-01-13,0000-00-00,USA,US,"Ann Arbor, MI",,,,male,"[{'year': '2014', 'category': 'chemistry', 'share': '3', 'motivation': '""for the development of super-resolved fluorescence microscopy""', 'affiliations': [{'name': 'Janelia Research Campus, Howard Hughes Medical Institute', 'city': 'Ashburn, VA', 'country': 'USA'}]}]"
876,910,Stefan W.,Hell,1962-12-23,0000-00-00,Romania,RO,Arad,,,,male,"[{'year': '2014', 'category': 'chemistry', 'share': '3', 'motivation': '""for the development of super-resolved fluorescence microscopy""', 'affiliations': [{'name': 'Max Planck Institute for Biophysical Chemistry', 'city': 'Göttingen', 'country': 'Germany'}, {'name': 'German Cancer Research Center', 'city': 'Heidelberg', 'country': 'Germany'}]}]"
877,911,William E.,Moerner,1953-06-24,0000-00-00,USA,US,"Pleasanton, CA",,,,male,"[{'year': '2014', 'category': 'chemistry', 'share': '3', 'motivation': '""for the development of super-resolved fluorescence microscopy""', 'affiliations': [{'name': 'Stanford University', 'city': 'Stanford, CA', 'country': 'USA'}]}]"
878,912,Patrick,Modiano,1945-07-30,0000-00-00,France,FR,Paris,,,,male,"[{'year': '2014', 'category': 'literature', 'share': '1', 'motivation': '""for the art of memory with which he has evoked the most ungraspable human destinies and\r\nuncovered the life-world of the occupation""', 'affiliations': [[]]}]"
879,913,Kailash,Satyarthi,1954-01-11,0000-00-00,India,IN,Vidisha,,,,male,"[{'year': '2014', 'category': 'peace', 'share': '2', 'motivation': '""for their struggle against the suppression of children and young people and for the right of all children to education""', 'affiliations': [[]]}]"
880,914,Malala,Yousafzai,1997-07-12,0000-00-00,Pakistan,PK,Mingora,,,,female,"[{'year': '2014', 'category': 'peace', 'share': '2', 'motivation': '""for their struggle against the suppression of children and young people and for the right of all children to education""', 'affiliations': [[]]}]"
881,915,Jean,Tirole,1953-08-09,0000-00-00,France,FR,Troyes,,,,male,"[{'year': '2014', 'category': 'economics', 'share': '1', 'motivation': '""for his analysis of market power and regulation""', 'affiliations': [{'name': 'Toulouse School of Economics (TSE)', 'city': 'Toulouse', 'country': 'France'}]}]"
882,916,William C.,Campbell,1930-06-28,0000-00-00,Ireland,IE,Ramelton,,,,male,"[{'year': '2015', 'category': 'medicine', 'share': '4', 'motivation': '""for their discoveries concerning a novel therapy against infections caused by roundworm parasites""', 'affiliations': [{'name': 'Drew University', 'city': 'Madison, NJ', 'country': 'USA'}]}]"
883,917,Satoshi,Ōmura,1935-07-12,0000-00-00,Japan,JP,Yamanashi Prefecture,,,,male,"[{'year': '2015', 'category': 'medicine', 'share': '4', 'motivation': '""for their discoveries concerning a novel therapy against infections caused by roundworm parasites""', 'affiliations': [{'name': 'Kitasato University', 'city': 'Tokyo', 'country': 'Japan'}]}]"
884,918,Youyou,Tu,1930-12-30,0000-00-00,China,CN,Zhejiang Ningbo,,,,female,"[{'year': '2015', 'category': 'medicine', 'share': '2', 'motivation': '""for her discoveries concerning a novel therapy against Malaria""', 'affiliations': [{'name': 'China Academy of Traditional Chinese Medicine', 'city': 'Beijing', 'country': 'China'}]}]"
885,919,Takaaki,Kajita,1959-03-09,0000-00-00,Japan,JP,Higashimatsuyama,,,,male,"[{'year': '2015', 'category': 'physics', 'share': '2', 'motivation': '""for the discovery of neutrino oscillations, which shows that neutrinos have mass""', 'affiliations': [{'name': 'University of Tokyo', 'city': 'Kashiwa', 'country': 'Japan'}]}]"
886,920,Arthur B.,McDonald,1943-08-29,0000-00-00,Canada,CA,Sydney,,,,male,"[{'year': '2015', 'category': 'physics', 'share': '2', 'motivation': '""for the discovery of neutrino oscillations, which shows that neutrinos have mass""', 'affiliations': [{'name': ""Queen's University"", 'city': 'Kingston', 'country': 'Canada'}]}]"
887,921,Tomas,Lindahl,1938-01-28,0000-00-00,Sweden,SE,Stockholm,,,,male,"[{'year': '2015', 'category': 'chemistry', 'share': '3', 'motivation': '""for mechanistic studies of DNA repair""', 'affiliations': [{'name': 'Francis Crick Institute', 'city': 'Hertfordshire', 'country': 'United Kingdom'}, {'name': 'Clare Hall Laboratory', 'city': 'Hertfordshire', 'country': 'United Kingdom'}]}]"
888,922,Paul,Modrich,1946-06-13,0000-00-00,USA,US,"Raton, NM",,,,male,"[{'year': '2015', 'category': 'chemistry', 'share': '3', 'motivation': '""for mechanistic studies of DNA repair""', 'affiliations': [{'name': 'Howard Hughes Medical Institute', 'city': 'Durham, NC', 'country': 'USA'}, {'name': 'Duke University School of Medicine', 'city': 'Durham, NC', 'country': 'USA'}]}]"
889,923,Aziz,Sancar,1946-09-08,0000-00-00,Turkey,TR,Savur,,,,male,"[{'year': '2015', 'category': 'chemistry', 'share': '3', 'motivation': '""for mechanistic studies of DNA repair""', 'affiliations': [{'name': 'University of North Carolina', 'city': 'Chapel Hill, NC', 'country': 'USA'}]}]"
890,924,Svetlana,Alexievich,1948-05-31,0000-00-00,Ukraine,UA,Ivano-Frankivsk,,,,female,"[{'year': '2015', 'category': 'literature', 'share': '1', 'motivation': '""for her polyphonic writings, a monument to suffering and courage in our time""', 'affiliations': [[]]}]"
891,925,National Dialogue Quartet,,,0000-00-00,,,,,,,org,"[{'year': '2015', 'category': 'peace', 'share': '1', 'motivation': '""for its decisive contribution to the building of a pluralistic democracy in Tunisia in the wake of the Jasmine Revolution of 2011""', 'affiliations': [[]]}]"
892,926,Angus,Deaton,1945-10-19,0000-00-00,Scotland,GB,Edinburgh,,,,male,"[{'year': '2015', 'category': 'economics', 'share': '1', 'motivation': '""for his analysis of consumption, poverty, and welfare""', 'affiliations': [{'name': 'Princeton University', 'city': 'Princeton, NJ', 'country': 'USA'}]}]"
893,927,Yoshinori,Ohsumi,1945-02-09,0000-00-00,Japan,JP,Fukuoka,,,,male,"[{'year': '2016', 'category': 'medicine', 'share': '1', 'motivation': '""for his discoveries of mechanisms for autophagy""', 'affiliations': [{'name': 'Tokyo Institute of Technology', 'city': 'Tokyo', 'country': 'Japan'}]}]"
894,928,David J.,Thouless,1934-09-21,2019-04-06,United Kingdom,GB,Bearsden,United Kingdom,GB,Cambridge,male,"[{'year': '2016', 'category': 'physics', 'share': '2', 'motivation': '""for theoretical discoveries of topological phase transitions and topological phases of matter""', 'affiliations': [{'name': 'University of Washington', 'city': 'Seattle, WA', 'country': 'USA'}]}]"
895,929,F. Duncan M.,Haldane,1951-09-14,0000-00-00,United Kingdom,GB,London,,,,male,"[{'year': '2016', 'category': 'physics', 'share': '4', 'motivation': '""for theoretical discoveries of topological phase transitions and topological phases of matter""', 'affiliations': [{'name': 'Princeton University', 'city': 'Princeton, NJ', 'country': 'USA'}]}]"
896,930,J. Michael,Kosterlitz,1943-06-22,0000-00-00,United Kingdom,GB,Aberdeen,,,,male,"[{'year': '2016', 'category': 'physics', 'share': '4', 'motivation': '""for theoretical discoveries of topological phase transitions and topological phases of matter""', 'affiliations': [{'name': 'Brown University', 'city': 'Providence, RI', 'country': 'USA'}]}]"
897,931,Jean-Pierre,Sauvage,1944-10-21,0000-00-00,France,FR,Paris,,,,male,"[{'year': '2016', 'category': 'chemistry', 'share': '3', 'motivation': '""for the design and synthesis of molecular machines""', 'affiliations': [{'name': 'University of Strasbourg', 'city': 'Strasbourg', 'country': 'France'}]}]"
898,932,Sir J. Fraser,Stoddart,1942-05-24,0000-00-00,United Kingdom,GB,Edinburgh,,,,male,"[{'year': '2016', 'category': 'chemistry', 'share': '3', 'motivation': '""for the design and synthesis of molecular machines""', 'affiliations': [{'name': 'Northwestern University', 'city': 'Evanston, IL', 'country': 'USA'}]}]"
899,933,Bernard L.,Feringa,1951-05-18,0000-00-00,the Netherlands,NL,Barger-Compascuum,,,,male,"[{'year': '2016', 'category': 'chemistry', 'share': '3', 'motivation': '""for the design and synthesis of molecular machines""', 'affiliations': [{'name': 'University of Groningen', 'city': 'Groningen', 'country': 'the Netherlands'}]}]"
900,934,Juan Manuel,Santos,1951-08-10,0000-00-00,Colombia,CO,Bogotá,,,,male,"[{'year': '2016', 'category': 'peace', 'share': '1', 'motivation': '""for his resolute efforts to bring the country\'s more than 50-year-long civil war to an end""', 'affiliations': [[]]}]"
901,935,Oliver,Hart,1948-10-09,0000-00-00,United Kingdom,GB,London,,,,male,"[{'year': '2016', 'category': 'economics', 'share': '2', 'motivation': '""for their contributions to contract theory""', 'affiliations': [{'name': 'Harvard University', 'city': 'Cambridge, MA', 'country': 'USA'}]}]"
902,936,Bengt,Holmström,1949-04-18,0000-00-00,Finland,FI,Helsinki,,,,male,"[{'year': '2016', 'category': 'economics', 'share': '2', 'motivation': '""for their contributions to contract theory""', 'affiliations': [{'name': 'Massachusetts Institute of Technology (MIT)', 'city': 'Cambridge, MA', 'country': 'USA'}]}]"
903,937,Bob,Dylan,1941-05-24,0000-00-00,USA,US,"Duluth, MN",,,,male,"[{'year': '2016', 'category': 'literature', 'share': '1', 'motivation': '""for having created new poetic expressions within the great American song tradition""', 'affiliations': [[]]}]"
904,938,Jeffrey C.,Hall,1945-05-03,0000-00-00,USA,US,"New York, NY",,,,male,"[{'year': '2017', 'category': 'medicine', 'share': '3', 'motivation': '""for their discoveries of molecular mechanisms controlling the circadian rhythm""', 'affiliations': [{'name': 'University of Maine', 'city': 'Maine, ME', 'country': 'USA'}]}]"
905,939,Michael,Rosbash,1944-03-07,0000-00-00,USA,US,"Kansas City, MO",,,,male,"[{'year': '2017', 'category': 'medicine', 'share': '3', 'motivation': '""for their discoveries of molecular mechanisms controlling the circadian rhythm""', 'affiliations': [{'name': 'Brandeis University', 'city': 'Waltham, MA', 'country': 'USA'}, {'name': 'Howard Hughes Medical Institute'}]}]"
906,940,Michael W.,Young,1949-03-28,0000-00-00,USA,US,"Miami, FL",,,,male,"[{'year': '2017', 'category': 'medicine', 'share': '3', 'motivation': '""for their discoveries of molecular mechanisms controlling the circadian rhythm""', 'affiliations': [{'name': 'Rockefeller University', 'city': 'New York, NY', 'country': 'USA'}]}]"
907,941,Rainer,Weiss,1932-09-29,0000-00-00,Germany,DE,Berlin,,,,male,"[{'year': '2017', 'category': 'physics', 'share': '2', 'motivation': '""for decisive contributions to the LIGO detector and the observation of gravitational waves""', 'affiliations': [{'name': 'LIGO/VIRGO Collaboration'}, {'name': 'Massachusetts Institute of Technology (MIT)', 'city': 'Cambridge, MA', 'country': 'USA'}]}]"
908,942,Barry C.,Barish,1936-01-27,0000-00-00,USA,US,"Omaha, NE",,,,male,"[{'year': '2017', 'category': 'physics', 'share': '4', 'motivation': '""for decisive contributions to the LIGO detector and the observation of gravitational waves""', 'affiliations': [{'name': 'LIGO/VIRGO Collaboration'}, {'name': 'California Institute of Technology (Caltech)', 'city': 'Pasadena, CA', 'country': 'USA'}]}]"
